Pavard?     Vardas        ND1  ND2  ND3  ND4  ND5   Egzaminas
Vardas5625  Pavarde5625     3    6   10    4    4           8
Vardas5626  Pavarde5626     9    1    3    1    3           8
Vardas5627  Pavarde5627     8    1   10    7    7           6
Vardas5628  Pavarde5628     2    5    7    2    6           5
Vardas5629  Pavarde5629     3   10    7    4    1          10
Vardas5630  Pavarde5630     3    9    5    4    0          10
Vardas5631  Pavarde5631     5    3    9    8    7           7
Vardas5632  Pavarde5632     7    8    2    2    0           9
Vardas5633  Pavarde5633     7    5    7   10    8           9
Vardas5634  Pavarde5634     4    2    8    5   10           0
Vardas5635  Pavarde5635     8    2    4    7    2           9
Vardas5636  Pavarde5636     9    0    9    6    0           9
Vardas5637  Pavarde5637     0   10   10    8    0           9
Vardas5638  Pavarde5638     0    3    3    9    7           1
Vardas5639  Pavarde5639     9    9    8    1    3           1
Vardas5640  Pavarde5640    10    2    0   10    3           6
Vardas5641  Pavarde5641     9    8    1    4    9           0
Vardas5642  Pavarde5642     2    0    9    9    2          10
Vardas5643  Pavarde5643    10    2    0    1    4           8
Vardas5644  Pavarde5644     8    4    6    5    0           1
Vardas5645  Pavarde5645    10    2    7    4    0           0
Vardas5646  Pavarde5646     6    1    7    8    5           6
Vardas5647  Pavarde5647     5    7    4    4    6           0
Vardas5648  Pavarde5648     9    2    5    6    6           2
Vardas5649  Pavarde5649     1    8    1    8    1          10
Vardas5650  Pavarde5650     9    5    0    2    6           9
Vardas5651  Pavarde5651    10   10    4    9    2           9
Vardas5652  Pavarde5652     1    9    3    7    0           0
Vardas5653  Pavarde5653     3    3    9    6    9          10
Vardas5654  Pavarde5654     9    2    6    3    3           9
Vardas5655  Pavarde5655     6    2    4    0    7           0
Vardas5656  Pavarde5656     4    0    5    0    0           1
Vardas5657  Pavarde5657     0    8    4    4    1          10
Vardas5658  Pavarde5658     1    2   10    0    2           0
Vardas5659  Pavarde5659     3    6    7    9    6           4
Vardas5660  Pavarde5660     4    7    9    7    9           9
Vardas5661  Pavarde5661     8    7    7    0    3           3
Vardas5662  Pavarde5662     6    2    0    2    1           8
Vardas5663  Pavarde5663     0    2    5    4    1           7
Vardas5664  Pavarde5664     6    2    6    3   10           0
Vardas5665  Pavarde5665     6    8    1    1    5           1
Vardas5666  Pavarde5666     6   10    6    7    3           3
Vardas5667  Pavarde5667     1    6    9    4    9           0
Vardas5668  Pavarde5668     0    1    0   10    5           1
Vardas5669  Pavarde5669     3    8    4    4    0           0
Vardas5670  Pavarde5670     1    0    2    4    4           2
Vardas5671  Pavarde5671     3    1    3    9    7           8
Vardas5672  Pavarde5672     7    1    1    2    9           4
Vardas5673  Pavarde5673     9    2    4    5    8           6
Vardas5674  Pavarde5674     5    6    2    7    5           6
Vardas5675  Pavarde5675     2   10    8    2    3           6
Vardas5676  Pavarde5676     8   10    7    1    3           1
Vardas5677  Pavarde5677     3    2   10    8    2           2
Vardas5678  Pavarde5678    10    4    8    3    1          10
Vardas5679  Pavarde5679     5    0    0   10    6           7
Vardas5680  Pavarde5680     1    9   10    2    6           5
Vardas5681  Pavarde5681    10    6    0    2    1           5
Vardas5682  Pavarde5682     3   10    1    9    3           0
Vardas5683  Pavarde5683     8    8    7   10    6           2
Vardas5684  Pavarde5684     1    5    7   10    5           9
Vardas5685  Pavarde5685    10    3   10    9    5           6
Vardas5686  Pavarde5686     9    9    4    5    3           1
Vardas5687  Pavarde5687     2    6    8    7    8           9
Vardas5688  Pavarde5688     1   10    9    3    2           1
Vardas5689  Pavarde5689     2    9    1    1    0           1
Vardas5690  Pavarde5690     6    0    5    3    9           3
Vardas5691  Pavarde5691    10    2    0    1    2           7
Vardas5692  Pavarde5692     6    6    0    7    7          10
Vardas5693  Pavarde5693    10    8    6    3    3           0
Vardas5694  Pavarde5694     1    7    3    3    5          10
Vardas5695  Pavarde5695     9    7    7    3    9           8
Vardas5696  Pavarde5696     1    1    8    6    9           6
Vardas5697  Pavarde5697     2    5    9   10    5          10
Vardas5698  Pavarde5698     8    1    7   10    5           7
Vardas5699  Pavarde5699     3    8    8    8    3           6
Vardas5700  Pavarde5700     3    2    8    7    0           4
Vardas5701  Pavarde5701     6    3    8    6    2           1
Vardas5702  Pavarde5702     0    3    9    3    7           6
Vardas5703  Pavarde5703    10    0    1    3    7           6
Vardas5704  Pavarde5704     2    3   10    4    6           4
Vardas5705  Pavarde5705     8    7    7    3    6           6
Vardas5706  Pavarde5706     8    8   10    4    1           5
Vardas5707  Pavarde5707    10    5    4    0   10           7
Vardas5708  Pavarde5708     5    6    6    7    6           2
Vardas5709  Pavarde5709     5    6    7    6    7           7
Vardas5710  Pavarde5710     0    1    8   10    6           6
Vardas5711  Pavarde5711     1    7    3    2    8           1
Vardas5712  Pavarde5712     4    5    5   10    4           6
Vardas5713  Pavarde5713     7    3    1    7   10           1
Vardas5714  Pavarde5714     2    8    1    2    2           0
Vardas5715  Pavarde5715     4   10    3    4    7           1
Vardas5716  Pavarde5716     7    1    6    0    4           8
Vardas5717  Pavarde5717     9    7    6    9    9           9
Vardas5718  Pavarde5718     8    4    4    8    9           3
Vardas5719  Pavarde5719     1    4    6    6    4           7
Vardas5720  Pavarde5720     2    3    6    4    7           1
Vardas5721  Pavarde5721     6    4    2    3    2           8
Vardas5722  Pavarde5722     6    9    8    0    6          10
Vardas5723  Pavarde5723     5    1    4    0    8           9
Vardas5724  Pavarde5724     5    8    2    2    1           3
Vardas5725  Pavarde5725     3    3    2    6    5           0
Vardas5726  Pavarde5726     0    6    9    7    5           3
Vardas5727  Pavarde5727     9    1    6   10    2           1
Vardas5728  Pavarde5728     9    6    9    9    2           0
Vardas5729  Pavarde5729     7    9    4    3    7           2
Vardas5730  Pavarde5730     6    5    3    5    4          10
Vardas5731  Pavarde5731     7   10    9    9    1           2
Vardas5732  Pavarde5732     6    9    5    5    9           4
Vardas5733  Pavarde5733    10    5    4    6    6           5
Vardas5734  Pavarde5734    10    6    6    8    7           1
Vardas5735  Pavarde5735     3    7    5    3    9           2
Vardas5736  Pavarde5736     5    2    7    2    5           8
Vardas5737  Pavarde5737     4    0    2    4    4           9
Vardas5738  Pavarde5738     0    5    3    1    5           1
Vardas5739  Pavarde5739     7    6    8    7    7          10
Vardas5740  Pavarde5740     2    9   10    8    3           5
Vardas5741  Pavarde5741     2   10    3    0    7           1
Vardas5742  Pavarde5742     3    7    2    4    0          10
Vardas5743  Pavarde5743     8    1    4    3    0           7
Vardas5744  Pavarde5744     9    6    1    2    6           6
Vardas5745  Pavarde5745     1    4    3    6    0           1
Vardas5746  Pavarde5746     0    7    8    7    2           7
Vardas5747  Pavarde5747     6    6   10    7    4           7
Vardas5748  Pavarde5748     0    7    1    4    9           6
Vardas5749  Pavarde5749     7    4    6    0    1           8
Vardas5750  Pavarde5750    10    1    0    3    8           0
Vardas5751  Pavarde5751     6    9    2   10    2           5
Vardas5752  Pavarde5752     5    4    3    2    8           4
Vardas5753  Pavarde5753     2    1   10    8    0           8
Vardas5754  Pavarde5754     0    3    9    4    0           4
Vardas5755  Pavarde5755     8    4    8    5    5          10
Vardas5756  Pavarde5756     2    3    6    7   10           5
Vardas5757  Pavarde5757     9   10    7    4    8           4
Vardas5758  Pavarde5758     0    9    7   10    4          10
Vardas5759  Pavarde5759     8    4    6    8    0           1
Vardas5760  Pavarde5760     4    3    1    0   10           0
Vardas5761  Pavarde5761     9    9    2    6    0          10
Vardas5762  Pavarde5762    10    4    2    7    8           9
Vardas5763  Pavarde5763     5    1    1    5    5           6
Vardas5764  Pavarde5764     5   10    9    6    4          10
Vardas5765  Pavarde5765     3    8    2    6    1           1
Vardas5766  Pavarde5766     9    1    9    0    6           6
Vardas5767  Pavarde5767     9    9    4    4    1           0
Vardas5768  Pavarde5768     7    1    2    0   10           4
Vardas5769  Pavarde5769     7    0    1    1    9           4
Vardas5770  Pavarde5770     1    4    1    8    1           6
Vardas5771  Pavarde5771     7    8    1    1    1           0
Vardas5772  Pavarde5772     8    4    4    8   10           9
Vardas5773  Pavarde5773     8    9    5    3    3           9
Vardas5774  Pavarde5774     1    1   10    3    0          10
Vardas5775  Pavarde5775     3    0    2    9    9           7
Vardas5776  Pavarde5776     7    7    2    7    2           2
Vardas5777  Pavarde5777     0    4    2    8   10           8
Vardas5778  Pavarde5778     8    6    1    8    1           4
Vardas5779  Pavarde5779     2    8    8    2    8           3
Vardas5780  Pavarde5780     8    1    7    2    1           3
Vardas5781  Pavarde5781     1    1    4   10    8           5
Vardas5782  Pavarde5782     4    8    8    8    2           1
Vardas5783  Pavarde5783     1   10    0    0    8           6
Vardas5784  Pavarde5784     2    2    9    2    1           3
Vardas5785  Pavarde5785     6    0    4    4    3           6
Vardas5786  Pavarde5786     7    5    9    9    0           3
Vardas5787  Pavarde5787     6    1    9    6   10           3
Vardas5788  Pavarde5788     7    6    9    1    5           9
Vardas5789  Pavarde5789     2    2    9    6    6          10
Vardas5790  Pavarde5790     1    2    2    0    9           2
Vardas5791  Pavarde5791     5    5    2    7    1          10
Vardas5792  Pavarde5792    10    7    3    6    3           9
Vardas5793  Pavarde5793     5    3    1    8    1           3
Vardas5794  Pavarde5794     9    1    5    8    2           0
Vardas5795  Pavarde5795     7    3    7    9    7           4
Vardas5796  Pavarde5796     1    2    0   10   10           8
Vardas5797  Pavarde5797     7    6    6    2   10           0
Vardas5798  Pavarde5798     3    3    6    6   10           3
Vardas5799  Pavarde5799     1    1    8    5    9           6
Vardas5800  Pavarde5800     5    3    6    7    7           3
Vardas5801  Pavarde5801     1    3   10    9    6           5
Vardas5802  Pavarde5802    10    9    1    9    1           1
Vardas5803  Pavarde5803     8    7    9    9    9           4
Vardas5804  Pavarde5804     3    4    4    6    1           1
Vardas5805  Pavarde5805     6    3    9    0    9           5
Vardas5806  Pavarde5806     4    3    5    1    8           5
Vardas5807  Pavarde5807     4    7    6    4    0           8
Vardas5808  Pavarde5808     8    0    0    4    1           4
Vardas5809  Pavarde5809     7    0    0   10    3           7
Vardas5810  Pavarde5810     1    8    4    0    4           8
Vardas5811  Pavarde5811     6    7    7    1   10           3
Vardas5812  Pavarde5812     8    9    5    6    1           7
Vardas5813  Pavarde5813     9    4    0    6    1          10
Vardas5814  Pavarde5814     2    0    8    2    3          10
Vardas5815  Pavarde5815     2    0    7    4   10           3
Vardas5816  Pavarde5816     5    5    9    0    7           9
Vardas5817  Pavarde5817     8    9    1    1    3           5
Vardas5818  Pavarde5818     5    3    3   10    1           7
Vardas5819  Pavarde5819     0    2    6    2    9           8
Vardas5820  Pavarde5820     3    0    1    7    1           0
Vardas5821  Pavarde5821     9    1    3    9    0           9
Vardas5822  Pavarde5822     1    6    2    4    0           1
